Name,Age,Gender,Occupation,Income,Purchased
Tamara,38.0,Male,Nurse,67576.0,Yes
,43.0,Male,Engineer,95126.0,No
Becky,57.0,Male,Doctor,96769.0,Yes
Benjamin,30.0,Male,Artist,44305.0,No
,22.0,Female,Engineer,99912.0,Yes
Steven,26.0,Female,Nurse,68234.0,Yes
Diane,22.0,Female,Lawyer,93954.0,No
Brittany,40.0,Male,Teacher,38966.0,Yes
Diana,33.0,Male,Lawyer,81014.0,Yes
Rachel,27.0,Female,Artist,64574.0,Yes
Maria,56.0,Male,Artist,46203.0,No
Amanda,,Male,,116764.0,No
James,60.0,,Engineer,93470.0,Yes
Amanda,26.0,,Doctor,126128.0,Yes
Thomas,,Male,Teacher,41130.0,No
Tyrone,43.0,Male,Teacher,48121.0,No
Cheyenne,40.0,Female,Engineer,74237.0,No
,23.0,Female,Engineer,,Yes
James,47.0,Male,Artist,57824.0,No
Timothy,58.0,Female,Engineer,72164.0,No
Frank,52.0,Female,,69857.0,Yes
Jerome,47.0,Female,Teacher,53827.0,No
Shannon,,Male,,48399.0,Yes
Chad,31.0,Female,Nurse,50265.0,No
Brian,55.0,Male,Lawyer,118237.0,Yes
Paula,23.0,Male,Engineer,84771.0,No
April,33.0,Female,,144353.0,Yes
Amanda,,Female,Artist,51775.0,Yes
Anna,48.0,Male,Artist,47473.0,Yes
Kenneth,50.0,Male,Engineer,89474.0,No
Mary,44.0,Male,Lawyer,109810.0,No
Jasmine,,Female,Teacher,,No
Ashley,59.0,Female,Artist,55046.0,Yes
David,42.0,Male,Artist,53828.0,Yes
Diane,36.0,Female,Lawyer,83884.0,No
Daniel,32.0,Female,Doctor,120875.0,Yes
Nicole,28.0,Male,Engineer,77759.0,Yes
Virginia,42.0,Female,Doctor,86246.0,Yes
Christopher,59.0,Female,Engineer,91669.0,Yes
Todd,58.0,,Doctor,109867.0,No
Amy,49.0,Male,Artist,59601.0,Yes
Jeffrey,30.0,Female,Teacher,37410.0,No
Christina,38.0,Male,,56031.0,No
Tina,22.0,,Nurse,65798.0,No
Danielle,29.0,Female,,52007.0,No
Monica,37.0,Female,Nurse,69056.0,No
Cynthia,49.0,,Artist,45933.0,No
Kevin,54.0,Female,Lawyer,73305.0,No
Alexa,42.0,,,96191.0,Yes
Lori,39.0,Male,Engineer,74324.0,Yes
April,53.0,,Engineer,96288.0,Yes
Bridget,60.0,Female,Lawyer,97256.0,No
Diane,45.0,Male,Doctor,135830.0,Yes
Michael,23.0,Male,Lawyer,106624.0,No
Stephen,37.0,Male,Teacher,36481.0,Yes
Diana,55.0,Male,Teacher,42460.0,No
Jonathan,25.0,Female,Teacher,40087.0,Yes
Gabrielle,,Female,Engineer,93735.0,No
Joshua,33.0,Male,Engineer,64364.0,No
Lynn,23.0,Male,Lawyer,109771.0,Yes
Heather,25.0,Male,Lawyer,99514.0,Yes
Mark,49.0,Female,,68304.0,Yes
Christopher,53.0,Female,,100309.0,Yes
Christopher,27.0,Male,Doctor,135818.0,Yes
Larry,28.0,Male,Lawyer,,Yes
Andrew,27.0,Male,Lawyer,,No
Matthew,33.0,Female,Engineer,90552.0,Yes
Lisa,33.0,Female,Doctor,83247.0,No
Gary,29.0,,Nurse,58616.0,No
James,23.0,Male,Artist,65044.0,Yes
Jessica,43.0,Male,,51290.0,No
Shane,31.0,Female,,,No
Sarah,36.0,,Lawyer,,Yes
Patrick,22.0,Female,,68744.0,No
Julie,59.0,Male,Lawyer,,No
,,,Lawyer,118889.0,No
Anne,54.0,Female,,106973.0,Yes
,44.0,,Doctor,88701.0,No
Jonathon,23.0,Female,Engineer,,No
Ashley,25.0,Female,Lawyer,,Yes
,,Female,Nurse,59831.0,No
Amy,32.0,Male,Lawyer,71075.0,No
Joyce,32.0,Female,Artist,55829.0,No
Courtney,22.0,Female,Teacher,52376.0,No
Erin,60.0,Male,Doctor,,Yes
Debbie,39.0,Male,Engineer,99900.0,No
,38.0,Male,Nurse,73183.0,Yes
Antonio,25.0,Male,Teacher,44879.0,No
Tanya,31.0,Male,Doctor,101163.0,Yes
Marcus,22.0,Male,Artist,,No
Andrew,50.0,Male,Lawyer,74028.0,No
Robert,27.0,Male,Doctor,102502.0,Yes
Kaitlyn,,Male,,117749.0,No
,45.0,Male,Engineer,89206.0,Yes
Michael,34.0,Male,Artist,48334.0,No
Joshua,42.0,Female,Engineer,66145.0,No
Teresa,51.0,Female,Engineer,74543.0,Yes
Fred,57.0,,Engineer,91351.0,Yes
Dakota,23.0,Male,Artist,50733.0,Yes
Jeremy,40.0,,Teacher,45256.0,Yes
Sean,37.0,Female,Lawyer,76826.0,Yes
Jose,40.0,,Teacher,,No
Jared,53.0,Female,Artist,69511.0,No
Adrian,32.0,Male,Nurse,52618.0,No
Daniel,40.0,Male,Lawyer,,No
Brett,40.0,Male,,87792.0,No
Cory,32.0,Female,Artist,64592.0,No
,41.0,Female,Nurse,53507.0,No
Rodney,23.0,Male,Artist,44358.0,No
Eric,28.0,Female,Teacher,51124.0,Yes
Courtney,37.0,Male,Lawyer,91252.0,No
Michelle,49.0,,Engineer,95813.0,Yes
Tyler,,Female,Lawyer,,No
Scott,32.0,Male,Teacher,,Yes
Jessica,56.0,Male,Doctor,102067.0,No
Deborah,32.0,Male,Lawyer,111708.0,Yes
Steve,43.0,Female,Nurse,77608.0,Yes
Craig,25.0,Female,Engineer,94453.0,No
,27.0,Female,Engineer,87968.0,No
Kurt,29.0,Male,Nurse,63531.0,Yes
Samantha,59.0,Female,Doctor,,No
Thomas,22.0,,Doctor,115082.0,No
Brady,54.0,Female,Doctor,84632.0,No
Rachael,37.0,Female,Lawyer,84030.0,Yes
Monica,25.0,Female,Artist,68048.0,No
Diane,52.0,Male,Doctor,134749.0,No
Greg,48.0,Male,,68567.0,No
Larry,,Male,Teacher,39809.0,No
,59.0,Male,Nurse,72030.0,Yes
Kimberly,50.0,Female,Artist,63099.0,Yes
Robert,47.0,Male,Artist,60094.0,No
Timothy,56.0,Female,Nurse,63937.0,No
Darrell,26.0,Male,Engineer,62196.0,No
Amber,33.0,Female,Teacher,37935.0,No
Ashley,44.0,Male,Nurse,67162.0,No
,39.0,Male,Lawyer,90658.0,Yes
,49.0,,Doctor,,Yes
Kathryn,40.0,Male,Engineer,91083.0,Yes
Karen,30.0,Female,Artist,55761.0,No
Suzanne,56.0,Female,,,No
Brandon,47.0,Female,Teacher,,No
Sarah,51.0,Female,Engineer,72312.0,Yes
Joshua,22.0,Male,Doctor,123008.0,Yes
Diamond,37.0,Female,Teacher,38463.0,No
Scott,59.0,Female,Artist,,No
,52.0,Male,,76590.0,No
,28.0,Female,Doctor,107486.0,No
Christopher,35.0,Female,Teacher,45421.0,No
Christopher,53.0,Female,Artist,48361.0,No
Deanna,57.0,Male,Engineer,84727.0,No
Bryan,28.0,Male,Lawyer,113678.0,Yes
Ashley,25.0,,Engineer,98359.0,No
Christopher,44.0,Male,Doctor,130074.0,No
Ray,46.0,Male,Teacher,44786.0,Yes
Erika,56.0,,Doctor,83434.0,Yes
Cory,52.0,Male,Artist,58920.0,No
Michael,37.0,Female,,64786.0,Yes
Jorge,41.0,Female,Lawyer,99786.0,Yes
,33.0,Male,Teacher,39549.0,Yes
,44.0,Female,Nurse,73075.0,No
David,44.0,Female,Engineer,78167.0,No
Christine,29.0,Female,Doctor,93521.0,No
Mark,52.0,Female,Nurse,73765.0,Yes
Michael,37.0,,,62090.0,Yes
Stephanie,49.0,Female,,,No
,54.0,Female,Artist,41659.0,No
Kayla,48.0,Male,,36395.0,Yes
Jesse,37.0,,Artist,40752.0,Yes
Trevor,52.0,Female,Nurse,60743.0,Yes
,24.0,Male,Artist,56398.0,Yes
William,31.0,Male,Lawyer,102130.0,Yes
Laurie,59.0,Female,Lawyer,98976.0,Yes
Eric,48.0,Female,Lawyer,98182.0,Yes
Thomas,47.0,Male,Teacher,45644.0,Yes
William,27.0,Male,,84718.0,Yes
Derrick,59.0,Female,Teacher,36379.0,Yes
William,46.0,Female,,96578.0,Yes
Jack,54.0,Female,Lawyer,84303.0,Yes
Elizabeth,26.0,Male,Teacher,52022.0,No
Michael,25.0,Female,Artist,49788.0,Yes
Kenneth,46.0,Female,Artist,51813.0,Yes
Daniel,33.0,Male,Teacher,50112.0,Yes
Morgan,22.0,Female,,96704.0,Yes
,37.0,Male,Artist,55317.0,Yes
William,29.0,Male,Lawyer,,No
Zachary,51.0,Male,Doctor,144014.0,Yes
Gregory,49.0,Male,Artist,63444.0,Yes
Carol,51.0,Male,Lawyer,,Yes
Harold,57.0,Female,Engineer,91700.0,Yes
Taylor,28.0,Female,Nurse,68650.0,Yes
Joseph,,Male,Artist,57243.0,No
Matthew,23.0,,Teacher,,Yes
April,60.0,,Teacher,46860.0,Yes
Kenneth,26.0,,,91924.0,No
,45.0,,,70653.0,No
Ashley,51.0,Male,Lawyer,98085.0,Yes
Patricia,37.0,,Nurse,55715.0,Yes
Jade,59.0,Male,Artist,50052.0,Yes
Patrick,57.0,Female,Teacher,35958.0,No
Brian,44.0,Male,Engineer,70246.0,No
Alexis,24.0,Male,Lawyer,70354.0,Yes
Daniel,,Male,Doctor,129725.0,No
Dominic,37.0,Female,Artist,,Yes
Debra,40.0,Male,Doctor,147932.0,Yes
Danielle,,Male,Nurse,70866.0,No
Nancy,34.0,,Artist,67178.0,No
Jason,38.0,Female,Nurse,59920.0,Yes
Wayne,32.0,Male,Engineer,67294.0,No
Nicole,42.0,Male,Engineer,68485.0,No
Steven,54.0,Male,Engineer,63695.0,No
Kyle,,Female,Teacher,50071.0,Yes
Duane,60.0,Male,Teacher,58894.0,Yes
Maria,52.0,Female,Lawyer,91120.0,No
Maria,30.0,,Nurse,67393.0,No
,23.0,Female,Doctor,94663.0,No
Jonathan,31.0,Male,Artist,48620.0,Yes
April,53.0,Male,Nurse,50886.0,No
Kevin,,Female,Doctor,124246.0,Yes
,22.0,Female,Doctor,137705.0,No
Michael,54.0,Female,,59983.0,Yes
Caroline,57.0,Female,Doctor,103119.0,Yes
Sharon,55.0,,Teacher,35346.0,No
Randy,60.0,Male,Nurse,,No
James,47.0,Female,Doctor,113947.0,Yes
Cory,23.0,Male,Doctor,148757.0,Yes
Kimberly,44.0,,,121219.0,No
Austin,54.0,Male,Artist,47508.0,Yes
Melanie,58.0,Female,Lawyer,96501.0,No
John,22.0,Male,Doctor,111961.0,Yes
Christopher,25.0,Female,Lawyer,105404.0,No
,46.0,Female,Engineer,70514.0,Yes
John,45.0,Male,Nurse,,Yes
Calvin,39.0,Female,Engineer,,No
Tammy,30.0,Female,Doctor,83492.0,No
Michael,58.0,Female,Teacher,46779.0,Yes
Jeffrey,,Male,Artist,,No
,35.0,Female,Nurse,51766.0,No
Richard,39.0,Male,Nurse,,Yes
Bob,48.0,Female,Engineer,80493.0,No
William,52.0,Male,Engineer,75661.0,No
Tyler,,,Artist,59473.0,No
Michelle,23.0,Male,,134214.0,Yes
Michael,36.0,Male,Nurse,70237.0,Yes
Amanda,,Female,Nurse,74981.0,Yes
Anita,52.0,Male,Lawyer,105427.0,No
Jennifer,32.0,Female,Doctor,139865.0,No
,47.0,Male,Engineer,69528.0,No
Daniel,53.0,Male,Teacher,37171.0,Yes
William,23.0,Male,Artist,46574.0,Yes
Anthony,37.0,Female,Lawyer,91952.0,No
Denise,60.0,Female,Doctor,100368.0,No
,42.0,Male,Artist,59404.0,No
Andrea,,Female,Teacher,46944.0,No
Julia,46.0,,Teacher,37061.0,Yes
Matthew,47.0,Female,Doctor,95131.0,Yes
Logan,,Male,Teacher,55642.0,Yes
Megan,27.0,Female,,111006.0,Yes
Anita,31.0,Male,Engineer,92722.0,No
Kelly,47.0,Male,Nurse,60360.0,Yes
Joseph,,Female,Doctor,119299.0,Yes
Dawn,35.0,Male,Teacher,58581.0,No
Jessica,25.0,Female,Engineer,61621.0,Yes
,29.0,Female,Artist,42169.0,No
Glenn,25.0,Female,Teacher,42530.0,Yes
Joshua,,Female,Lawyer,92673.0,Yes
Kathleen,41.0,Male,Lawyer,103125.0,No
Brittany,29.0,Male,Artist,47665.0,Yes
Denise,60.0,,,58869.0,Yes
Jennifer,59.0,Male,Teacher,54516.0,No
Nicole,54.0,Female,Doctor,116748.0,Yes
Jason,32.0,Female,Nurse,74455.0,Yes
Shelly,27.0,Male,Nurse,56297.0,No
Courtney,,Male,,140301.0,No
Michelle,34.0,Female,Lawyer,105005.0,No
Katherine,23.0,Female,Engineer,98964.0,No
Gene,52.0,Female,Teacher,50284.0,No
David,54.0,Male,,89513.0,No
Tony,26.0,Male,,82738.0,No
Candace,,Male,Doctor,99351.0,No
Sherry,,Female,Artist,46636.0,Yes
David,23.0,Male,Doctor,114246.0,Yes
Holly,56.0,Male,Lawyer,75113.0,Yes
,36.0,,Doctor,,No
Kaitlyn,60.0,Male,Doctor,103664.0,Yes
Henry,26.0,Female,Artist,51976.0,Yes
Jacob,46.0,Female,Doctor,,Yes
Susan,54.0,Female,Artist,63354.0,Yes
Daniel,35.0,Male,Doctor,118369.0,No
Matthew,24.0,Female,Engineer,96185.0,No
Mindy,41.0,Female,Nurse,77016.0,No
Karen,43.0,Female,Engineer,91944.0,No
,49.0,Male,Nurse,,No
Valerie,26.0,,Doctor,90367.0,No
,38.0,Female,Nurse,60111.0,Yes
Derek,54.0,Female,Nurse,56607.0,No
Amber,,Female,Engineer,66992.0,Yes
,47.0,Female,Artist,53417.0,Yes
Charles,40.0,Female,Lawyer,100166.0,No
Julie,26.0,Female,Engineer,88073.0,No
Elizabeth,35.0,Female,Artist,41857.0,No
,48.0,Male,Engineer,60236.0,Yes
Roy,52.0,Female,Doctor,130610.0,No
Lisa,47.0,Male,Nurse,65693.0,Yes
Jacob,31.0,Male,Teacher,46240.0,No
Anne,53.0,Male,Teacher,57251.0,Yes
Michael,27.0,Male,Lawyer,80375.0,No
Kevin,46.0,Male,Nurse,54227.0,Yes
Kristi,57.0,Male,Doctor,131848.0,No
Melinda,42.0,Male,Nurse,,Yes
Lori,30.0,Male,Lawyer,94270.0,No
Richard,58.0,Male,Nurse,61185.0,No
Christine,44.0,Male,Engineer,96094.0,Yes
John,,Male,Artist,50643.0,Yes
Carol,60.0,Male,Nurse,,Yes
Brian,,Male,Lawyer,92558.0,Yes
Erin,55.0,Male,Engineer,78913.0,Yes
Rebecca,50.0,Male,Teacher,39959.0,Yes
John,38.0,,Artist,47043.0,Yes
Phyllis,27.0,Female,Teacher,57614.0,No
Anna,60.0,Male,Doctor,,No
Joanna,48.0,Male,Nurse,73855.0,No
Bryan,45.0,Male,Artist,50175.0,Yes
,38.0,Female,Doctor,85397.0,No
Todd,30.0,Female,Lawyer,80744.0,No
Scott,33.0,,Doctor,104671.0,Yes
Matthew,,Male,Doctor,98513.0,No
Michael,29.0,Female,,,Yes
Matthew,50.0,Male,Engineer,98276.0,Yes
Robert,46.0,Male,Doctor,141443.0,Yes
Roy,55.0,Male,Artist,50597.0,No
Erica,35.0,,Doctor,100215.0,No
Misty,56.0,Male,Engineer,66900.0,Yes
Eduardo,23.0,Male,Artist,47147.0,No
Kayla,56.0,Male,Engineer,80666.0,Yes
Christopher,24.0,,Artist,52357.0,Yes
Michael,,Male,Artist,,No
Amy,50.0,Female,Doctor,128479.0,Yes
Michael,54.0,Female,Teacher,40908.0,Yes
William,32.0,Female,Nurse,71803.0,No
,29.0,Male,Nurse,57198.0,No
David,,Male,Nurse,75710.0,Yes
Timothy,46.0,Male,Doctor,125416.0,No
Matthew,57.0,Male,Lawyer,119707.0,Yes
,32.0,Male,Engineer,95098.0,Yes
Joanne,26.0,Male,Doctor,140543.0,Yes
Beverly,56.0,Female,Artist,,No
Ricardo,59.0,Male,,84809.0,No
Spencer,48.0,Female,Lawyer,82639.0,No
Renee,,Female,Engineer,,No
Lisa,49.0,Male,Lawyer,76888.0,Yes
Keith,,Male,Doctor,99866.0,Yes
,26.0,Male,Artist,62362.0,Yes
Roberta,40.0,Female,Doctor,147853.0,Yes
Tracy,35.0,Female,Artist,47398.0,No
Jack,33.0,Male,Artist,65488.0,No
Antonio,46.0,Male,,84743.0,No
Christy,49.0,,,42049.0,No
Lisa,36.0,,,51495.0,No
Jasmin,53.0,Female,Artist,46677.0,No
Eric,43.0,,Lawyer,86187.0,No
Matthew,41.0,Female,Doctor,83422.0,No
Joseph,28.0,Female,Engineer,83523.0,Yes
Alicia,54.0,Female,Engineer,76951.0,Yes
Linda,32.0,Female,Doctor,106886.0,Yes
Edward,23.0,Female,,83909.0,Yes
Dominique,,Male,Engineer,72544.0,No
Alexis,41.0,Female,Teacher,55965.0,Yes
Rita,28.0,Male,Engineer,91514.0,No
Cesar,54.0,Female,Lawyer,,Yes
Joseph,54.0,Male,Nurse,56375.0,No
Veronica,28.0,Male,Artist,65754.0,Yes
Drew,33.0,Male,Teacher,38623.0,Yes
,23.0,Female,Lawyer,103110.0,Yes
Diana,47.0,Female,Lawyer,,Yes
Anna,38.0,Male,Teacher,38024.0,Yes
James,40.0,Female,,53600.0,Yes
Thomas,46.0,Male,,92246.0,Yes
Cory,23.0,Female,Lawyer,90950.0,No
Reginald,50.0,Male,Artist,52339.0,No
Heather,,Female,Teacher,52513.0,Yes
Joshua,52.0,Female,Teacher,,Yes
Victoria,42.0,Female,Lawyer,117032.0,No
Shannon,57.0,Female,Teacher,36515.0,Yes
Joe,55.0,Male,,99729.0,No
Amanda,31.0,,Artist,44286.0,Yes
Sabrina,44.0,Female,,65534.0,Yes
Patrick,,Male,Engineer,96740.0,No
Lori,23.0,Female,Nurse,52681.0,No
,,Female,Lawyer,104356.0,Yes
Danielle,35.0,Male,Nurse,,Yes
Andrea,44.0,Female,Doctor,136875.0,Yes
Becky,47.0,Male,Teacher,,No
Damon,44.0,Male,Engineer,83746.0,Yes
Shannon,53.0,Female,Engineer,73735.0,No
Monica,53.0,,,76371.0,No
Jeffrey,60.0,Female,Nurse,65086.0,Yes
Julie,55.0,Male,Nurse,75688.0,Yes
Christina,44.0,Female,Nurse,64330.0,No
Bianca,59.0,Male,Engineer,93063.0,Yes
Ronald,58.0,Male,Engineer,87303.0,Yes
Rebecca,43.0,Female,Teacher,45974.0,No
Nathan,42.0,Female,,36882.0,Yes
Kenneth,57.0,Female,,89667.0,No
Nicholas,26.0,Male,Artist,62813.0,Yes
,48.0,Female,Lawyer,83669.0,No
Stacy,39.0,Male,Engineer,76626.0,No
Kristin,32.0,Female,Artist,57464.0,No
Nicholas,57.0,,Engineer,69392.0,No
Michael,33.0,Female,Teacher,55771.0,Yes
Allison,26.0,,Engineer,88917.0,No
Dawn,50.0,Male,Artist,40463.0,No
,29.0,Female,Artist,,No
,40.0,Female,Artist,66466.0,No
Nathaniel,44.0,Female,Artist,68026.0,Yes
,25.0,Female,Teacher,58952.0,No
Antonio,48.0,Female,Engineer,65218.0,Yes
Larry,55.0,Female,Nurse,65434.0,Yes
Gabriel,59.0,Male,Artist,55669.0,Yes
Daniel,30.0,Female,Lawyer,,No
Marie,37.0,Male,Doctor,119483.0,Yes
Holly,35.0,Female,Doctor,115787.0,Yes
Lauren,31.0,,Engineer,70541.0,Yes
Peter,57.0,Female,Teacher,37126.0,Yes
Brian,29.0,Male,Artist,44036.0,No
Jeremiah,33.0,Male,Teacher,47272.0,No
Kathryn,23.0,Female,Teacher,54954.0,Yes
Sarah,55.0,Male,Artist,50384.0,No
Kevin,,Male,,93242.0,Yes
Matthew,33.0,Male,Engineer,70585.0,No
Becky,,Female,Artist,50815.0,Yes
John,23.0,Female,,56631.0,No
Christopher,39.0,Male,Lawyer,86596.0,No
Randy,48.0,Female,Teacher,42474.0,Yes
,,Male,Lawyer,110984.0,No
Crystal,50.0,,Teacher,53678.0,Yes
Annette,55.0,Male,Teacher,37884.0,No
Loretta,42.0,Male,Artist,59303.0,Yes
Paul,24.0,Male,Engineer,82388.0,Yes
Christopher,48.0,Male,Engineer,81156.0,Yes
Hannah,47.0,,Engineer,69899.0,No
Jennifer,44.0,Female,Engineer,95244.0,No
Jason,22.0,Female,Lawyer,89979.0,Yes
Katherine,36.0,Male,Teacher,41388.0,No
Latasha,38.0,,Engineer,,Yes
Jose,38.0,Male,,,Yes
,,Female,Doctor,107645.0,No
Amber,53.0,Male,Teacher,52663.0,No
Dylan,30.0,Female,Teacher,35460.0,Yes
James,57.0,Male,Engineer,,No
Pedro,28.0,Female,Nurse,71884.0,No
Nicole,48.0,Male,Artist,60049.0,Yes
Emily,44.0,Male,Teacher,57305.0,No
Tyler,,Female,Doctor,127324.0,Yes
Sharon,,Female,Teacher,44339.0,Yes
Timothy,58.0,,Teacher,,No
,,Male,Teacher,53856.0,No
Christina,51.0,Female,Teacher,52815.0,Yes
Angela,47.0,Male,Doctor,104141.0,No
Jeremy,40.0,Female,Doctor,142046.0,No
Patrick,44.0,Male,Teacher,,Yes
Mary,54.0,Male,Nurse,71721.0,Yes
Wanda,60.0,Female,Doctor,,No
Maria,42.0,Female,Teacher,43611.0,No
Fernando,32.0,Female,Lawyer,89443.0,Yes
Nicole,22.0,Male,Nurse,60235.0,No
Jared,54.0,Male,Lawyer,89793.0,No
Ian,28.0,Female,Engineer,89598.0,No
Erica,30.0,Female,Teacher,36446.0,Yes
Heather,53.0,Female,Doctor,87577.0,Yes
Whitney,44.0,Male,Artist,69958.0,No
Kristy,24.0,Female,Nurse,68548.0,Yes
,29.0,Male,Artist,66443.0,Yes
Jennifer,,,Teacher,43932.0,Yes
Sarah,37.0,,Engineer,90281.0,No
Christopher,35.0,,Artist,53996.0,No
Michael,,,Engineer,72079.0,Yes
Jonathan,48.0,Female,,81988.0,No
Kristopher,34.0,Female,Nurse,79159.0,No
Frank,57.0,,Nurse,62232.0,No
Krista,60.0,Female,,97262.0,Yes
Spencer,,Female,Nurse,68784.0,Yes
Brent,46.0,Male,Lawyer,85176.0,No
Crystal,22.0,Male,,149497.0,No
Sandra,34.0,Female,Doctor,127699.0,No
Jeremy,44.0,Male,Teacher,50476.0,No
Nancy,36.0,,Doctor,124419.0,No
Kevin,48.0,,Teacher,53098.0,No
,41.0,Female,Artist,41959.0,No
Paul,42.0,Female,Artist,60393.0,No
Phillip,28.0,Female,Doctor,102768.0,Yes
Amanda,58.0,Male,Artist,49843.0,No
Stephanie,,Male,Teacher,46677.0,No
Megan,,Female,Doctor,115828.0,No
Erica,,Male,Nurse,58142.0,Yes
Andrea,48.0,Male,Engineer,70626.0,No
Mary,37.0,Male,Engineer,93327.0,No
Kristopher,54.0,,Doctor,99552.0,No
Patrick,26.0,Male,Engineer,85853.0,Yes
Charles,22.0,Male,,45409.0,Yes
Zachary,59.0,Male,,77867.0,Yes
Angela,56.0,Male,Nurse,73976.0,Yes
,59.0,,Nurse,63972.0,No
Julie,28.0,Male,Teacher,52473.0,Yes
,43.0,Male,Doctor,97580.0,No
,53.0,Male,Engineer,70730.0,No
Katherine,35.0,Female,Nurse,64965.0,No
Charles,43.0,,Doctor,87845.0,Yes
Matthew,53.0,Female,Engineer,68037.0,Yes
Jessica,54.0,Male,Nurse,51804.0,No
Jack,49.0,Female,Teacher,49586.0,Yes
Diane,,Female,Engineer,62094.0,Yes
Albert,54.0,Male,Lawyer,81598.0,Yes
Kimberly,37.0,Female,Artist,46097.0,No
,34.0,,Engineer,73661.0,Yes
Anthony,48.0,Male,,,No
Megan,26.0,Female,Lawyer,92572.0,No
Ashley,,Female,Teacher,39060.0,Yes
Deborah,,Male,Lawyer,80892.0,No
Daniel,39.0,Female,Nurse,70507.0,No
Zachary,54.0,Male,Nurse,68280.0,Yes
Susan,42.0,Male,Lawyer,,Yes
Jake,41.0,Female,Nurse,54434.0,No
Paula,23.0,Female,Nurse,53188.0,Yes
Melissa,43.0,Male,Artist,45874.0,No
Ann,28.0,Female,Nurse,76532.0,Yes
Lee,49.0,Female,Lawyer,90734.0,Yes
Richard,46.0,,Engineer,90651.0,No
Raymond,51.0,Female,,72593.0,Yes
Brian,53.0,Female,Artist,56309.0,No
Thomas,53.0,Female,Artist,66799.0,Yes
,51.0,Male,Artist,65997.0,Yes
Kelly,34.0,Male,Engineer,83781.0,Yes
Roger,39.0,Female,Engineer,,No
,38.0,Male,Doctor,131429.0,Yes
David,29.0,Male,Teacher,59339.0,Yes
Mary,45.0,Female,Artist,61548.0,Yes
David,31.0,Male,Lawyer,86842.0,No
Michael,54.0,Female,Artist,55255.0,No
Tracy,35.0,Male,Engineer,65519.0,Yes
Jared,60.0,,Artist,59021.0,No
Donald,52.0,Female,Lawyer,111831.0,No
Christopher,47.0,Male,,82333.0,No
Monique,38.0,Male,Nurse,55555.0,Yes
Jody,22.0,Female,Teacher,54821.0,No
Antonio,33.0,Male,Doctor,103885.0,No
Jim,27.0,Male,Lawyer,91023.0,Yes
Karen,31.0,,Lawyer,111511.0,No
Donald,29.0,Female,Nurse,53217.0,No
Peter,26.0,Male,Teacher,52011.0,Yes
Daniel,58.0,Female,Doctor,91039.0,No
Patrick,23.0,Female,Engineer,71662.0,Yes
Katherine,59.0,Female,Doctor,126756.0,Yes
Brett,50.0,Male,Doctor,149489.0,No
Victoria,22.0,Female,Doctor,123558.0,No
Omar,59.0,Male,Nurse,,Yes
Christopher,,Female,Nurse,50444.0,Yes
James,45.0,Male,Artist,,No
Susan,45.0,Male,Lawyer,98778.0,No
Sherry,56.0,,Artist,51562.0,No
Katherine,24.0,Male,Teacher,51518.0,Yes
Kathy,50.0,Female,,,Yes
Travis,,Female,Doctor,139695.0,No
Danielle,,Female,Engineer,93909.0,Yes
Barbara,55.0,Female,,37828.0,Yes
Robert,22.0,Female,Artist,53003.0,Yes
Stephen,38.0,Female,Engineer,64276.0,No
Paul,42.0,Male,Teacher,42264.0,Yes
Dylan,44.0,,Engineer,70130.0,Yes
Kyle,47.0,Male,Lawyer,77326.0,No
Desiree,46.0,Female,Lawyer,100829.0,Yes
Alexis,45.0,Female,Lawyer,,No
Kristen,53.0,Female,Lawyer,97332.0,No
Mary,59.0,Female,Engineer,66187.0,Yes
Elizabeth,44.0,Male,Nurse,70336.0,Yes
Lance,51.0,Male,Nurse,70878.0,No
Brittany,45.0,Female,Doctor,100909.0,Yes
William,36.0,Female,Doctor,,Yes
Kayla,30.0,,Teacher,47158.0,No
Nathan,30.0,Female,Nurse,68962.0,Yes
Michelle,58.0,Female,Lawyer,75366.0,No
Frances,25.0,Female,,103329.0,No
Paige,,Female,Nurse,77016.0,Yes
Lauren,34.0,Female,Teacher,35172.0,No
Jonathan,54.0,Male,Lawyer,81837.0,Yes
Natalie,22.0,Female,Artist,46751.0,No
Paul,58.0,Female,Teacher,,Yes
John,23.0,Male,Lawyer,96330.0,Yes
Mariah,46.0,Female,Lawyer,99162.0,No
Wayne,,Male,Artist,62608.0,Yes
Kelly,42.0,Male,,67252.0,No
Andrew,25.0,,Doctor,85634.0,Yes
Joseph,46.0,Female,Engineer,81043.0,Yes
Alexander,33.0,Male,,67968.0,Yes
Dylan,54.0,Male,Artist,,Yes
Debbie,22.0,Female,Doctor,123435.0,No
Susan,55.0,Female,Nurse,62748.0,No
Maria,30.0,Male,Artist,62195.0,No
Julia,38.0,Male,Artist,41637.0,No
Anthony,25.0,Male,Artist,52295.0,Yes
Pamela,55.0,Male,Nurse,56861.0,No
Sarah,32.0,Male,Artist,43716.0,No
Deborah,47.0,,Nurse,63976.0,Yes
Sherry,32.0,Male,Nurse,78401.0,No
Robert,49.0,Female,Nurse,54293.0,Yes
Sharon,29.0,Male,Doctor,136966.0,Yes
Matthew,38.0,Female,Doctor,109054.0,No
,,Male,Doctor,126503.0,No
Chelsea,51.0,Male,Engineer,83502.0,No
Jacqueline,,Male,Engineer,71450.0,Yes
Samantha,44.0,Male,Nurse,,No
Stephen,33.0,Male,Engineer,70299.0,No
Eric,,Female,,95682.0,Yes
